2020-06-10 00:20:12.1019|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 15:58:26.8254|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 15:58:49.3315|1000|OzoMvc.Controllers.PosaoController|INFO|  Posao 18 dodan. |url: https://localhost/Posao/Create?|action: Create
2020-06-10 16:02:24.7059|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:05:21.5828|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:05:57.3264|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:07:47.6882|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:08:43.4158|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:09:24.2262|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:09:56.8455|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:16:31.5570|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:17:24.8555|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:22:28.3362|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 16:25:19.7759|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:33:13.4682|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:40:32.7545|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:41:44.1270|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:46:12.7805|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:49:26.7098|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:56:24.5571|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:56:55.3662|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:57:24.4518|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:58:09.4428|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:58:38.1233|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 19:59:24.5292|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 20:00:55.8693|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 20:04:15.0566|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 20:47:23.7674|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 21:57:35.7292|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 21:58:01.9021|1000|OzoMvc.Controllers.PosaoController|INFO|  Posao 19 dodan. |url: https://localhost/Posao/Create?|action: Create
2020-06-10 22:15:39.8746|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 22:16:11.4217|1000|OzoMvc.Controllers.PosaoController|INFO|  Posao 20 dodan. |url: https://localhost/Posao/Create?|action: Create
2020-06-10 22:22:33.2275|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 22:29:31.2492|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 22:40:21.7381|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 22:41:13.4779|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 22:44:35.4896|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 22:45:45.0299|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 23:30:17.3520|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 23:37:38.5969|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 23:50:05.1906|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
2020-06-10 23:58:43.3381|0|OzoMvc.Program|DEBUG|  init main |url: ?|action: 
